SYMBOL,baseMean_6N-WD-C0.2-FG-9W,log2FoldChange_6N-WD-C0.2-FG-9W,pvalue_6N-WD-C0.2-FG-9W,padj_6N-WD-C0.2-FG-9W,baseMean_6N-WD-C0.2-FG-29W,log2FoldChange_6N-WD-C0.2-FG-29W,pvalue_6N-WD-C0.2-FG-29W,padj_6N-WD-C0.2-FG-29W
Pemt,10.40142258,-0.299075353,0.000160327,0.002227152,10.39707475,-0.248566037,0.001558488,0.007917949
Pemt,10.40142258,-0.299075353,0.000160327,0.002227152,10.40554612,-0.27263221,0.000641933,0.003671973
Pemt,10.40142258,-0.299075353,0.000160327,0.002227152,10.84865059,-0.270341258,0.001168569,0.006187699
Pemt,10.40142258,-0.299075353,0.000160327,0.002227152,10.40142258,-0.243036506,0.001910827,0.009453438
Pemt,10.40142258,-0.299075353,0.000160327,0.002227152,8.515173084,-0.241482429,0.000273196,0.001712034
Pemt,10.40142258,-0.299075353,0.000160327,0.002227152,10.39707475,-0.248566037,0.001558488,0.007917949
Pemt,10.40142258,-0.299075353,0.000160327,0.002227152,10.40554612,-0.27263221,0.000641933,0.003671973
Pemt,8.515173084,-0.269698959,5.43E-05,0.000928478,10.84865059,-0.270341258,0.001168569,0.006187699
Pemt,8.515173084,-0.269698959,5.43E-05,0.000928478,10.40142258,-0.243036506,0.001910827,0.009453438
Pemt,8.515173084,-0.269698959,5.43E-05,0.000928478,8.515173084,-0.241482429,0.000273196,0.001712034
Pemt,8.515173084,-0.269698959,5.43E-05,0.000928478,10.39707475,-0.248566037,0.001558488,0.007917949
Pemt,8.515173084,-0.269698959,5.43E-05,0.000928478,10.40554612,-0.27263221,0.000641933,0.003671973
Pemt,8.515173084,-0.269698959,5.43E-05,0.000928478,10.84865059,-0.270341258,0.001168569,0.006187699
Pemt,8.515173084,-0.269698959,5.43E-05,0.000928478,10.40142258,-0.243036506,0.001910827,0.009453438
Pemt,8.515173084,-0.269698959,5.43E-05,0.000928478,8.515173084,-0.241482429,0.000273196,0.001712034
Pemt,8.515173084,-0.269698959,5.43E-05,0.000928478,10.39707475,-0.248566037,0.001558488,0.007917949
Pemt,8.515173084,-0.269698959,5.43E-05,0.000928478,10.40554612,-0.27263221,0.000641933,0.003671973
Pemt,8.515173084,-0.269698959,5.43E-05,0.000928478,10.84865059,-0.270341258,0.001168569,0.006187699
Pemt,8.515173084,-0.269698959,5.43E-05,0.000928478,10.40142258,-0.243036506,0.001910827,0.009453438
Pemt,8.515173084,-0.269698959,5.43E-05,0.000928478,8.515173084,-0.241482429,0.000273196,0.001712034
Pemt,8.515173084,-0.269698959,5.43E-05,0.000928478,10.39707475,-0.248566037,0.001558488,0.007917949
Pemt,8.515173084,-0.269698959,5.43E-05,0.000928478,10.40554612,-0.27263221,0.000641933,0.003671973
Pemt,8.515173084,-0.269698959,5.43E-05,0.000928478,10.84865059,-0.270341258,0.001168569,0.006187699
Pemt,8.515173084,-0.269698959,5.43E-05,0.000928478,10.40142258,-0.243036506,0.001910827,0.009453438
Pemt,8.515173084,-0.269698959,5.43E-05,0.000928478,8.515173084,-0.241482429,0.000273196,0.001712034
Pemt,8.515173084,-0.269698959,5.43E-05,0.000928478,10.39707475,-0.248566037,0.001558488,0.007917949
Pemt,8.515173084,-0.269698959,5.43E-05,0.000928478,10.40554612,-0.27263221,0.000641933,0.003671973
Pemt,8.515173084,-0.269698959,5.43E-05,0.000928478,10.84865059,-0.270341258,0.001168569,0.006187699
Pemt,8.515173084,-0.269698959,5.43E-05,0.000928478,10.40142258,-0.243036506,0.001910827,0.009453438
Pemt,8.515173084,-0.269698959,5.43E-05,0.000928478,8.515173084,-0.241482429,0.000273196,0.001712034
Pemt,8.515173084,-0.269698959,5.43E-05,0.000928478,10.39707475,-0.248566037,0.001558488,0.007917949
Pemt,8.515173084,-0.269698959,5.43E-05,0.000928478,10.40554612,-0.27263221,0.000641933,0.003671973
Pemt,10.39707475,-0.299829571,0.000159718,0.002224936,10.84865059,-0.270341258,0.001168569,0.006187699
Pemt,10.39707475,-0.299829571,0.000159718,0.002224936,10.40142258,-0.243036506,0.001910827,0.009453438
Pemt,10.39707475,-0.299829571,0.000159718,0.002224936,8.515173084,-0.241482429,0.000273196,0.001712034
Pemt,10.39707475,-0.299829571,0.000159718,0.002224936,10.39707475,-0.248566037,0.001558488,0.007917949
Pemt,10.39707475,-0.299829571,0.000159718,0.002224936,10.40554612,-0.27263221,0.000641933,0.003671973
Pemt,10.39707475,-0.299829571,0.000159718,0.002224936,10.84865059,-0.270341258,0.001168569,0.006187699
Pemt,10.39707475,-0.299829571,0.000159718,0.002224936,10.40142258,-0.243036506,0.001910827,0.009453438
Pemt,10.39707475,-0.299829571,0.000159718,0.002224936,8.515173084,-0.241482429,0.000273196,0.001712034
Pemt,10.39707475,-0.299829571,0.000159718,0.002224936,10.39707475,-0.248566037,0.001558488,0.007917949
Pemt,10.39707475,-0.299829571,0.000159718,0.002224936,10.40554612,-0.27263221,0.000641933,0.003671973
Pemt,10.39707475,-0.299829571,0.000159718,0.002224936,10.84865059,-0.270341258,0.001168569,0.006187699
Pemt,10.39707475,-0.299829571,0.000159718,0.002224936,10.40142258,-0.243036506,0.001910827,0.009453438
Pemt,10.39707475,-0.299829571,0.000159718,0.002224936,8.515173084,-0.241482429,0.000273196,0.001712034
Pemt,10.39707475,-0.299829571,0.000159718,0.002224936,10.39707475,-0.248566037,0.001558488,0.007917949
Pemt,10.39707475,-0.299829571,0.000159718,0.002224936,10.40554612,-0.27263221,0.000641933,0.003671973
Pemt,10.39707475,-0.299829571,0.000159718,0.002224936,10.84865059,-0.270341258,0.001168569,0.006187699
Pemt,10.39707475,-0.299829571,0.000159718,0.002224936,10.40142258,-0.243036506,0.001910827,0.009453438
Pemt,10.39707475,-0.299829571,0.000159718,0.002224936,8.515173084,-0.241482429,0.000273196,0.001712034
Pemt,10.39707475,-0.299829571,0.000159718,0.002224936,10.39707475,-0.248566037,0.001558488,0.007917949
Pemt,10.39707475,-0.299829571,0.000159718,0.002224936,10.40554612,-0.27263221,0.000641933,0.003671973
Pemt,10.39707475,-0.299829571,0.000159718,0.002224936,10.84865059,-0.270341258,0.001168569,0.006187699
Pemt,10.39707475,-0.299829571,0.000159718,0.002224936,10.40142258,-0.243036506,0.001910827,0.009453438
Pemt,10.39707475,-0.299829571,0.000159718,0.002224936,8.515173084,-0.241482429,0.000273196,0.001712034
Pemt,10.39707475,-0.299829571,0.000159718,0.002224936,10.39707475,-0.248566037,0.001558488,0.007917949
Pemt,10.39707475,-0.299829571,0.000159718,0.002224936,10.40554612,-0.27263221,0.000641933,0.003671973
Pemt,10.84865059,-0.345096489,4.57E-05,0.000806393,10.84865059,-0.270341258,0.001168569,0.006187699
Pemt,10.84865059,-0.345096489,4.57E-05,0.000806393,10.40142258,-0.243036506,0.001910827,0.009453438
Pemt,10.84865059,-0.345096489,4.57E-05,0.000806393,8.515173084,-0.241482429,0.000273196,0.001712034
Pemt,10.84865059,-0.345096489,4.57E-05,0.000806393,10.39707475,-0.248566037,0.001558488,0.007917949
Pemt,10.84865059,-0.345096489,4.57E-05,0.000806393,10.40554612,-0.27263221,0.000641933,0.003671973
Pemt,10.84865059,-0.345096489,4.57E-05,0.000806393,10.84865059,-0.270341258,0.001168569,0.006187699
Pemt,10.84865059,-0.345096489,4.57E-05,0.000806393,10.40142258,-0.243036506,0.001910827,0.009453438
Pemt,10.84865059,-0.345096489,4.57E-05,0.000806393,8.515173084,-0.241482429,0.000273196,0.001712034
Pemt,10.84865059,-0.345096489,4.57E-05,0.000806393,10.39707475,-0.248566037,0.001558488,0.007917949
Pemt,10.84865059,-0.345096489,4.57E-05,0.000806393,10.40554612,-0.27263221,0.000641933,0.003671973
Pemt,10.84865059,-0.345096489,4.57E-05,0.000806393,10.84865059,-0.270341258,0.001168569,0.006187699
Pemt,10.84865059,-0.345096489,4.57E-05,0.000806393,10.40142258,-0.243036506,0.001910827,0.009453438
Pemt,10.84865059,-0.345096489,4.57E-05,0.000806393,8.515173084,-0.241482429,0.000273196,0.001712034
Pemt,10.84865059,-0.345096489,4.57E-05,0.000806393,10.39707475,-0.248566037,0.001558488,0.007917949
Pemt,10.84865059,-0.345096489,4.57E-05,0.000806393,10.40554612,-0.27263221,0.000641933,0.003671973
Pemt,10.84865059,-0.345096489,4.57E-05,0.000806393,10.84865059,-0.270341258,0.001168569,0.006187699
Pemt,10.84865059,-0.345096489,4.57E-05,0.000806393,10.40142258,-0.243036506,0.001910827,0.009453438
Pemt,10.84865059,-0.345096489,4.57E-05,0.000806393,8.515173084,-0.241482429,0.000273196,0.001712034
Pemt,10.84865059,-0.345096489,4.57E-05,0.000806393,10.39707475,-0.248566037,0.001558488,0.007917949
Pemt,10.84865059,-0.345096489,4.57E-05,0.000806393,10.40554612,-0.27263221,0.000641933,0.003671973
